filename,filepath,genre,mood
542504682_1539 N. Calvert.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/542504682_1539 N. Calvert.mp3,hiphop,emotional
"3658058_Nasty Girl (feat. Diddy, Nelly.mp3","/content/drive/MyDrive/Artishow/Deezer/hiphop/3658058_Nasty Girl (feat. Diddy, Nelly.mp3",hiphop,emotional
2123896907_Cuzi Cuza.mp3,/content/drive/MyDrive/Artishow/Deezer/hiphop/2123896907_Cuzi Cuza.mp3,hiphop,dark
66609426_Get Lucky (Radio Edit - feat. .mp3,/content/drive/MyDrive/Artishow/Deezer/disco/66609426_Get Lucky (Radio Edit - feat. .mp3,disco,romantic
884025_Dancing Queen.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/884025_Dancing Queen.mp3,disco,emotional
884041_Gimme! Gimme! Gimme! (A Man Af.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/884041_Gimme! Gimme! Gimme! (A Man Af.mp3,disco,emotional
4763165_Beat It.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/4763165_Beat It.mp3,disco,emotional
4077573_Born to Be Alive (The Original.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/4077573_Born to Be Alive (The Original.mp3,disco,dream
7157487_YMCA (Original Version 1978).mp3,/content/drive/MyDrive/Artishow/Deezer/disco/7157487_YMCA (Original Version 1978).mp3,disco,emotional
2550736_Da Ya Think I'm Sexy?.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/2550736_Da Ya Think I'm Sexy?.mp3,disco,emotional
76376889_Waterloo.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/76376889_Waterloo.mp3,disco,emotional
555755_It's Raining Men.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/555755_It's Raining Men.mp3,disco,emotional
4677572_Upside Down.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/4677572_Upside Down.mp3,disco,emotional
906583_Celebration (Single Version).mp3,/content/drive/MyDrive/Artishow/Deezer/disco/906583_Celebration (Single Version).mp3,disco,emotional
13129197_Don't Stop 'Til You Get Enough.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/13129197_Don't Stop 'Til You Get Enough.mp3,disco,emotional
62960815_Last Night a D.J. Saved My Lif.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/62960815_Last Night a D.J. Saved My Lif.mp3,disco,emotional
846327_We Are Family (1995 Remaster).mp3,/content/drive/MyDrive/Artishow/Deezer/disco/846327_We Are Family (1995 Remaster).mp3,disco,dark
3380575031_Human Now.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/3380575031_Human Now.mp3,disco,emotional
3233989261_Song for You.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/3233989261_Song for You.mp3,disco,emotional
998635_Rasputin.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/998635_Rasputin.mp3,disco,emotional
968798_Rivers of Babylon.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/968798_Rivers of Babylon.mp3,disco,epic
3389903_Tarzan Boy.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/3389903_Tarzan Boy.mp3,disco,emotional
8014760_Got to Be Real.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/8014760_Got to Be Real.mp3,disco,emotional
3996796_Just An Illusion.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/3996796_Just An Illusion.mp3,disco,emotional
3296699811_The One.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/3296699811_The One.mp3,disco,epic
3299734151_In the Moment (Adriatique Remi.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/3299734151_In the Moment (Adriatique Remi.mp3,disco,emotional
1026366_Best of My Love.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/1026366_Best of My Love.mp3,disco,emotional
891619_You Make Me Feel (Mighty Real).mp3,/content/drive/MyDrive/Artishow/Deezer/disco/891619_You Make Me Feel (Mighty Real).mp3,disco,emotional
3297619671_Don't Stop.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/3297619671_Don't Stop.mp3,disco,emotional
3104484_Heart Of Glass (Remix).mp3,/content/drive/MyDrive/Artishow/Deezer/disco/3104484_Heart Of Glass (Remix).mp3,disco,emotional
684172_Le Freak (Edit).mp3,/content/drive/MyDrive/Artishow/Deezer/disco/684172_Le Freak (Edit).mp3,disco,emotional
3215611501_Edge Of The World (feat. Nu-La.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/3215611501_Edge Of The World (feat. Nu-La.mp3,disco,relaxing
3302526261_Dream Machine.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/3302526261_Dream Machine.mp3,disco,emotional
568121032_Another One Bites The Dust.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/568121032_Another One Bites The Dust.mp3,disco,emotional
3344915931_She's Mine.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/3344915931_She's Mine.mp3,disco,epic
3151321_That's the Way (I Like It).mp3,/content/drive/MyDrive/Artishow/Deezer/disco/3151321_That's the Way (I Like It).mp3,disco,emotional
3298083131_24h In A Disco.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/3298083131_24h In A Disco.mp3,disco,emotional
"689479_Good Times (Original 12"" Mix; .mp3","/content/drive/MyDrive/Artishow/Deezer/disco/689479_Good Times (Original 12"" Mix; .mp3",disco,emotional
3264440221_Back It Up.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/3264440221_Back It Up.mp3,disco,epic
3310388531_Time To Move.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/3310388531_Time To Move.mp3,disco,relaxing
56295281_Daddy Cool.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/56295281_Daddy Cool.mp3,disco,emotional
3364851531_Slow Burner.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/3364851531_Slow Burner.mp3,disco,emotional
3209481901_Only You.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/3209481901_Only You.mp3,disco,emotional
7157481_In the Navy (Original Version .mp3,/content/drive/MyDrive/Artishow/Deezer/disco/7157481_In the Navy (Original Version .mp3,disco,emotional
3370628301_No One Should Walk Alone.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/3370628301_No One Should Walk Alone.mp3,disco,emotional
2288314_Never Knew Love Like This Befo.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/2288314_Never Knew Love Like This Befo.mp3,disco,dark
3345287311_Appetite.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/3345287311_Appetite.mp3,disco,emotional
3248956281_Nothing Better Than Music.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/3248956281_Nothing Better Than Music.mp3,disco,emotional
10370275_Knock On Wood.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/10370275_Knock On Wood.mp3,disco,emotional
636403_Mamma Maria.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/636403_Mamma Maria.mp3,disco,emotional
3314282221_BANG BANG.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/3314282221_BANG BANG.mp3,disco,romantic
88640729_Fotonovela.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/88640729_Fotonovela.mp3,disco,dark
4209626_Holiday.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/4209626_Holiday.mp3,disco,emotional
3310677451_Ça Va Aller.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/3310677451_Ça Va Aller.mp3,disco,epic
3298254661_Get High With You.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/3298254661_Get High With You.mp3,disco,epic
8081939_Car Wash (Single Version).mp3,/content/drive/MyDrive/Artishow/Deezer/disco/8081939_Car Wash (Single Version).mp3,disco,epic
3239149411_Love is Gonna Save Us.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/3239149411_Love is Gonna Save Us.mp3,disco,emotional
3293342831_Toxic.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/3293342831_Toxic.mp3,disco,emotional
3296376_I Love You More (Remastered).mp3,/content/drive/MyDrive/Artishow/Deezer/disco/3296376_I Love You More (Remastered).mp3,disco,emotional
13149217_Sunny.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/13149217_Sunny.mp3,disco,emotional
914062362_Dolce Vita.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/914062362_Dolce Vita.mp3,disco,dark
383445301_Vamos a la Playa.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/383445301_Vamos a la Playa.mp3,disco,emotional
3319015511_Kiki.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/3319015511_Kiki.mp3,disco,emotional
3279213741_Dreamin (feat. Daya) (Anyma Re.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/3279213741_Dreamin (feat. Daya) (Anyma Re.mp3,disco,epic
2925292621_Forever Baby.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/2925292621_Forever Baby.mp3,disco,emotional
386003191_Comanchero (Vocal Radio).mp3,/content/drive/MyDrive/Artishow/Deezer/disco/386003191_Comanchero (Vocal Radio).mp3,disco,emotional
3186444541_Currency (Count On Me) (ft Cim.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/3186444541_Currency (Count On Me) (ft Cim.mp3,disco,emotional
3330092061_Culture.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/3330092061_Culture.mp3,disco,epic
3277695731_Casablanca (PRX003).mp3,/content/drive/MyDrive/Artishow/Deezer/disco/3277695731_Casablanca (PRX003).mp3,disco,epic
1345872662_Self Control.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/1345872662_Self Control.mp3,disco,dark
1758391_Ring My Bell (Re-Recording).mp3,/content/drive/MyDrive/Artishow/Deezer/disco/1758391_Ring My Bell (Re-Recording).mp3,disco,emotional
558769_Shame.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/558769_Shame.mp3,disco,emotional
3313607281_CHOOSE LOVE.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/3313607281_CHOOSE LOVE.mp3,disco,emotional
1104838_Moskau (2007 Version).mp3,/content/drive/MyDrive/Artishow/Deezer/disco/1104838_Moskau (2007 Version).mp3,disco,emotional
7157476_Macho Man.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/7157476_Macho Man.mp3,disco,emotional
3308851591_Sweet Disposition (ARTBAT Remi.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/3308851591_Sweet Disposition (ARTBAT Remi.mp3,disco,emotional
3357141011_X-Rated.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/3357141011_X-Rated.mp3,disco,epic
611346_Boogie Wonderland (with The Em.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/611346_Boogie Wonderland (with The Em.mp3,disco,epic
3338977171_SOS.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/3338977171_SOS.mp3,disco,epic
3245588751_Where I'm From.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/3245588751_Where I'm From.mp3,disco,epic
3266943581_It Gets Better (Forever Mix).mp3,/content/drive/MyDrive/Artishow/Deezer/disco/3266943581_It Gets Better (Forever Mix).mp3,disco,emotional
3247666971_Easy To Love.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/3247666971_Easy To Love.mp3,disco,dream
13142736_I'm So Excited.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/13142736_I'm So Excited.mp3,disco,emotional
3378141151_A Gira (David Guetta Remix).mp3,/content/drive/MyDrive/Artishow/Deezer/disco/3378141151_A Gira (David Guetta Remix).mp3,disco,emotional
3196741861_Sunrise.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/3196741861_Sunrise.mp3,disco,dark
135555950_Dream.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/135555950_Dream.mp3,disco,emotional
3314533531_Don't Be Afraid.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/3314533531_Don't Be Afraid.mp3,disco,emotional
3278045671_Magnet.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/3278045671_Magnet.mp3,disco,emotional
3198207231_Don't Stop Lovin'.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/3198207231_Don't Stop Lovin'.mp3,disco,emotional
3299196441_Sunshine Is Coming.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/3299196441_Sunshine Is Coming.mp3,disco,emotional
3343511881_WIND.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/3343511881_WIND.mp3,disco,dark
3208773871_Want You Now (Radio Edit).mp3,/content/drive/MyDrive/Artishow/Deezer/disco/3208773871_Want You Now (Radio Edit).mp3,disco,emotional
3268740351_Stay Here.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/3268740351_Stay Here.mp3,disco,emotional
3200548171_DURO.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/3200548171_DURO.mp3,disco,emotional
992101_I Like Chopin (Single Edit).mp3,/content/drive/MyDrive/Artishow/Deezer/disco/992101_I Like Chopin (Single Edit).mp3,disco,dark
3239698401_Lose Control.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/3239698401_Lose Control.mp3,disco,emotional
121664392_Hey Hey Guy.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/121664392_Hey Hey Guy.mp3,disco,dream
3284371231_Crashing Down.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/3284371231_Crashing Down.mp3,disco,emotional
3313570511_Flying Away With You.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/3313570511_Flying Away With You.mp3,disco,dark
84709673_Disco Inferno (Re-Recorded).mp3,/content/drive/MyDrive/Artishow/Deezer/disco/84709673_Disco Inferno (Re-Recorded).mp3,disco,emotional
3198872551_Mirror Machine (feat. Aurelia .mp3,/content/drive/MyDrive/Artishow/Deezer/disco/3198872551_Mirror Machine (feat. Aurelia .mp3,disco,emotional
3218595451_Fallin In Love (Butch Remix).mp3,/content/drive/MyDrive/Artishow/Deezer/disco/3218595451_Fallin In Love (Butch Remix).mp3,disco,epic
3232197491_I Guess We're Not The Same.mp3,/content/drive/MyDrive/Artishow/Deezer/disco/3232197491_I Guess We're Not The Same.mp3,disco,epic
2729273551_A Bar Song (Tipsy).mp3,/content/drive/MyDrive/Artishow/Deezer/country/2729273551_A Bar Song (Tipsy).mp3,country,motivational
3068854851_Medusa.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3068854851_Medusa.mp3,country,dark
3371081661_Bloodline (with Jelly Roll).mp3,/content/drive/MyDrive/Artishow/Deezer/country/3371081661_Bloodline (with Jelly Roll).mp3,country,dark
3267927521_SMOKE THE PAIN AWAY.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3267927521_SMOKE THE PAIN AWAY.mp3,country,epic
2780753191_I Had Some Help.mp3,/content/drive/MyDrive/Artishow/Deezer/country/2780753191_I Had Some Help.mp3,country,dark
3040572191_Love Somebody.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3040572191_Love Somebody.mp3,country,emotional
2726208421_JOLENE.mp3,/content/drive/MyDrive/Artishow/Deezer/country/2726208421_JOLENE.mp3,country,emotional
3416737961_Rein Me In.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3416737961_Rein Me In.mp3,country,sad
3366676861_What I Want.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3366676861_What I Want.mp3,country,dream
3326607711_Bluebird.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3326607711_Bluebird.mp3,country,dream
2814830342_Pink Skies.mp3,/content/drive/MyDrive/Artishow/Deezer/country/2814830342_Pink Skies.mp3,country,dream
3352229661_Gold.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3352229661_Gold.mp3,country,dream
3273194641_The Giver.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3273194641_The Giver.mp3,country,dream
3310971091_Blink Twice.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3310971091_Blink Twice.mp3,country,emotional
3326163551_I Ain't Comin' Back.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3326163551_I Ain't Comin' Back.mp3,country,emotional
3356180141_Song for You.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3356180141_Song for You.mp3,country,emotional
3403184931_2 Pair.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3403184931_2 Pair.mp3,country,emotional
3329785911_Backup Plan.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3329785911_Backup Plan.mp3,country,dark
3042275231_Indigo (feat. Avery Anna).mp3,/content/drive/MyDrive/Artishow/Deezer/country/3042275231_Indigo (feat. Avery Anna).mp3,country,dream
3206261161_I'm The Problem.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3206261161_I'm The Problem.mp3,country,dark
3417760631_New Country (feat. Blake Shelt.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3417760631_New Country (feat. Blake Shelt.mp3,country,dark
3375128211_Gasoline & Matches.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3375128211_Gasoline & Matches.mp3,country,dark
1714552247_Something in the Orange.mp3,/content/drive/MyDrive/Artishow/Deezer/country/1714552247_Something in the Orange.mp3,country,dream
3339513921_Amen.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3339513921_Amen.mp3,country,dream
3376400941_Bad As I Used To Be (From F1® .mp3,/content/drive/MyDrive/Artishow/Deezer/country/3376400941_Bad As I Used To Be (From F1® .mp3,country,epic
2899309131_Lonely Road.mp3,/content/drive/MyDrive/Artishow/Deezer/country/2899309131_Lonely Road.mp3,country,romantic
2945220491_Wrong Ones.mp3,/content/drive/MyDrive/Artishow/Deezer/country/2945220491_Wrong Ones.mp3,country,dream
3220514401_Nice To Meet You (feat. Lainey.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3220514401_Nice To Meet You (feat. Lainey.mp3,country,emotional
2194033367_Where the Wild Things Are.mp3,/content/drive/MyDrive/Artishow/Deezer/country/2194033367_Where the Wild Things Are.mp3,country,dark
1786183077_The Kind of Love We Make.mp3,/content/drive/MyDrive/Artishow/Deezer/country/1786183077_The Kind of Love We Make.mp3,country,dream
3233202601_Rein Me In.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3233202601_Rein Me In.mp3,country,sad
3024074841_weren't for the wind.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3024074841_weren't for the wind.mp3,country,romantic
3331098221_WHY.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3331098221_WHY.mp3,country,dream
2664442062_TEXAS HOLD 'EM.mp3,/content/drive/MyDrive/Artishow/Deezer/country/2664442062_TEXAS HOLD 'EM.mp3,country,relaxing
3279419081_All The Way (feat. Bailey Zimm.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3279419081_All The Way (feat. Bailey Zimm.mp3,country,dream
3218450511_Not At This Party.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3218450511_Not At This Party.mp3,country,dark
2851908782_Pour Me A Drink.mp3,/content/drive/MyDrive/Artishow/Deezer/country/2851908782_Pour Me A Drink.mp3,country,dream
3376739801_Drunk Right Now (Na Na Na).mp3,/content/drive/MyDrive/Artishow/Deezer/country/3376739801_Drunk Right Now (Na Na Na).mp3,country,dream
3309843001_Dreams Don’t Die.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3309843001_Dreams Don’t Die.mp3,country,dream
3331098241_Forget Tonight.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3331098241_Forget Tonight.mp3,country,epic
3287609871_She Hurts Like Tequila.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3287609871_She Hurts Like Tequila.mp3,country,dark
2867637892_28.mp3,/content/drive/MyDrive/Artishow/Deezer/country/2867637892_28.mp3,country,romantic
3335844701_Realize (feat. Mitchell Tenpen.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3335844701_Realize (feat. Mitchell Tenpen.mp3,country,dream
366449191_Hurricane.mp3,/content/drive/MyDrive/Artishow/Deezer/country/366449191_Hurricane.mp3,country,romantic
67351232_Wagon Wheel.mp3,/content/drive/MyDrive/Artishow/Deezer/country/67351232_Wagon Wheel.mp3,country,dream
2826344442_truck on fire.mp3,/content/drive/MyDrive/Artishow/Deezer/country/2826344442_truck on fire.mp3,country,emotional
2864454682_Country's Cool Again.mp3,/content/drive/MyDrive/Artishow/Deezer/country/2864454682_Country's Cool Again.mp3,country,dark
3370011351_Somewhere Over Laredo.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3370011351_Somewhere Over Laredo.mp3,country,dream
1736518357_Something in the Orange (Z&E's.mp3,/content/drive/MyDrive/Artishow/Deezer/country/1736518357_Something in the Orange (Z&E's.mp3,country,dream
3078747821_Texas.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3078747821_Texas.mp3,country,emotional
3400147061_Carolina Honey.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3400147061_Carolina Honey.mp3,country,dark
3329748031_Brunette.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3329748031_Brunette.mp3,country,emotional
3117456341_Georgia Ways.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3117456341_Georgia Ways.mp3,country,epic
3389331881_DON'T WANNA GO HOME.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3389331881_DON'T WANNA GO HOME.mp3,country,romantic
3178251221_Gorgeous.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3178251221_Gorgeous.mp3,country,dream
3406101911_Good Times & Tan Lines.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3406101911_Good Times & Tan Lines.mp3,country,dark
3221638341_Without You.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3221638341_Without You.mp3,country,dream
3278072831_Hangin' On.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3278072831_Hangin' On.mp3,country,dream
2864454762_4x4xU.mp3,/content/drive/MyDrive/Artishow/Deezer/country/2864454762_4x4xU.mp3,country,romantic
3098711821_TOMBSTONE TOWN.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3098711821_TOMBSTONE TOWN.mp3,country,dream
3200866231_I Dare You.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3200866231_I Dare You.mp3,country,dark
3004372571_Play Something Country (with L.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3004372571_Play Something Country (with L.mp3,country,dark
3233505261_Nobody Likes Your Girlfriend.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3233505261_Nobody Likes Your Girlfriend.mp3,country,emotional
2824391672_My Fault.mp3,/content/drive/MyDrive/Artishow/Deezer/country/2824391672_My Fault.mp3,country,dream
3225939021_Dear Miss.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3225939021_Dear Miss.mp3,country,dark
3278072811_Stay Country or Die Tryin'.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3278072811_Stay Country or Die Tryin'.mp3,country,dream
3348940391_Small Town Girls.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3348940391_Small Town Girls.mp3,country,emotional
2699350882_Deeper Well.mp3,/content/drive/MyDrive/Artishow/Deezer/country/2699350882_Deeper Well.mp3,country,dream
3226962841_Only God Knows.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3226962841_Only God Knows.mp3,country,dream
2853023522_Cowboys Cry Too (with Noah Kah.mp3,/content/drive/MyDrive/Artishow/Deezer/country/2853023522_Cowboys Cry Too (with Noah Kah.mp3,country,dream
2932846181_Baggage.mp3,/content/drive/MyDrive/Artishow/Deezer/country/2932846181_Baggage.mp3,country,dream
3401788781_Broken Branches.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3401788781_Broken Branches.mp3,country,emotional
3353187601_You Had To Be There.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3353187601_You Had To Be There.mp3,country,dark
3293402671_Bell Bottoms Up.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3293402671_Bell Bottoms Up.mp3,country,emotional
3345615411_Did It Anyway.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3345615411_Did It Anyway.mp3,country,emotional
2949619111_Somethin' 'Bout A Woman.mp3,/content/drive/MyDrive/Artishow/Deezer/country/2949619111_Somethin' 'Bout A Woman.mp3,country,emotional
3387659741_Comin' In Cold.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3387659741_Comin' In Cold.mp3,country,dream
3309761761_Boots Off.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3309761761_Boots Off.mp3,country,emotional
2744669401_Maxed Out.mp3,/content/drive/MyDrive/Artishow/Deezer/country/2744669401_Maxed Out.mp3,country,romantic
2801324062_Wind Up Missin’ You.mp3,/content/drive/MyDrive/Artishow/Deezer/country/2801324062_Wind Up Missin’ You.mp3,country,dark
3231716911_Cupid's A Cowgirl.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3231716911_Cupid's A Cowgirl.mp3,country,emotional
2896913481_I Ain't Sayin'.mp3,/content/drive/MyDrive/Artishow/Deezer/country/2896913481_I Ain't Sayin'.mp3,country,dark
3036901021_Burning.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3036901021_Burning.mp3,country,dream
2945220571_Nosedive.mp3,/content/drive/MyDrive/Artishow/Deezer/country/2945220571_Nosedive.mp3,country,emotional
2873694992_Death Wish Love.mp3,/content/drive/MyDrive/Artishow/Deezer/country/2873694992_Death Wish Love.mp3,country,dark
2836098002_Mind Of A Country Boy.mp3,/content/drive/MyDrive/Artishow/Deezer/country/2836098002_Mind Of A Country Boy.mp3,country,dark
1793636047_Outrunnin' Your Memory.mp3,/content/drive/MyDrive/Artishow/Deezer/country/1793636047_Outrunnin' Your Memory.mp3,country,dark
3255124541_Gone Fishing.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3255124541_Gone Fishing.mp3,country,dark
3113034061_Solitary Tracks.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3113034061_Solitary Tracks.mp3,country,romantic
3370802921_I'll Be Back (feat. Arnold Sch.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3370802921_I'll Be Back (feat. Arnold Sch.mp3,country,emotional
1722452027_Tomorrow Me.mp3,/content/drive/MyDrive/Artishow/Deezer/country/1722452027_Tomorrow Me.mp3,country,dark
3003836171_But I Got A Beer In My Hand.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3003836171_But I Got A Beer In My Hand.mp3,country,emotional
12821102_Springsteen.mp3,/content/drive/MyDrive/Artishow/Deezer/country/12821102_Springsteen.mp3,country,dark
3177417171_DRIVES MY TRUCK.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3177417171_DRIVES MY TRUCK.mp3,country,emotional
3210686271_Tastes Like You.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3210686271_Tastes Like You.mp3,country,emotional
3241668211_Muddy Water Rockstar (feat. Br.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3241668211_Muddy Water Rockstar (feat. Br.mp3,country,emotional
3345615331_Gettin' Gone.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3345615331_Gettin' Gone.mp3,country,dark
3266878181_Night Rider.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3266878181_Night Rider.mp3,country,dark
69417641_Play It Again.mp3,/content/drive/MyDrive/Artishow/Deezer/country/69417641_Play It Again.mp3,country,dream
3142012691_Can A Heart Take.mp3,/content/drive/MyDrive/Artishow/Deezer/country/3142012691_Can A Heart Take.mp3,country,dream
23712561_Einaudi: Una Mattina.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/23712561_Einaudi: Una Mattina.mp3,classical,dream
1137370842_Cornfield Chase.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/1137370842_Cornfield Chase.mp3,classical,deep
3200885391_Jay.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/3200885391_Jay.mp3,classical,happy
1547320772_DEAR.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/1547320772_DEAR.mp3,classical,deep
1181474072_London.mp3,/content/drive/MyDrive/Artishow/Deezer/classical/1181474072_London.mp3,classical,dream
